parent_cell,parent_x,parent_y,parent_z,daughter1,daughter2,birth_time,cell_size,size_category,time_category,generation
ABalpppap,262.6855289625,234.471277525,15.3675434625,ABalpppapa,ABalpppapp,225.0,352.4437948135643,medium,mid,8
ABarpaapa,285.4664336625,263.56803095,15.5161095175,hyp7,hyp6,225.0,388.8443664776509,medium,mid,8
ABarpappp,339.357866775,275.9043993,15.40221563375,H1R,H0R,225.0,437.6348107059139,medium,mid,8
ABplaaapp,317.6957753375,247.87138655,15.503493855,H1L,H0L,225.0,403.2507758941411,medium,mid,8
ABplapaap,371.8364479,241.063005675,15.62533911625,G2,P1,225.0,443.4161340258745,medium,mid,8
ABplpaaaa,262.4986485375,231.0286042625,15.2567156,ABplpaaaap,ABplpaaaaa,225.0,350.0178907461618,medium,mid,8
ABplpaaap,293.397584875,228.536391375,15.2811930875,ABplpaaapp,ABplpaaapa,225.0,372.21571683012996,medium,mid,8
ABplpppap,436.872811971429,226.195405042857,14.7654123671429,ABplpppapa,ABplpppapp,225.0,492.17906548805735,medium,mid,8
ABprapaaa,377.86907115,280.8660846875,15.53964715125,ABprapaaaa,ABprapaaap,225.0,471.07565538142075,medium,mid,8
ABprapaap,415.95299635,280.1334727125,15.5739201625,W,P2,225.0,501.73120761592656,medium,mid,8
ABprpaaaa,302.871025425,275.964386225,14.75651109625,ABprpaaaap,ABprpaaaaa,225.0,410.00604279237854,medium,mid,8
ABprpaaap,336.4804204,279.6651175875,14.82661463,ABprpaaapp,ABprpaaapa,225.0,437.78017292835165,medium,mid,8
ABprpaapa,337.608259125,280.8334530625,14.88907469375,ABprpaapaa,ABprpaapap,225.0,439.39555019783324,medium,mid,8
ABprpapaa,353.2380534125,270.8754051625,14.5605006125,ABprpapaap,ABprpapaaa,225.0,445.3791819098501,medium,mid,8
ABprpappp,413.3059654875,264.33757235,14.6129635475,ABprpapppp,ABprpapppa,225.0,490.8255412741747,medium,mid,8
ABprppppa,442.1181402375,266.0818458375,14.7722428625,ABprppppaa,ABprppppap,225.0,516.223031034596,large,mid,8
ABprppppp,464.1620801875,260.91860135,14.8889215425,ABprpppppa,ABprpppppp,225.0,532.678733571302,large,mid,8
ABpraaapa,273.113255775,277.8596149875,15.270191695,ABpraaapaa,ABpraaapap,226.0,389.91023951087044,medium,mid,8
ABplpaapa,291.7846338,227.97338555,15.37276942125,ABplpaapap,ABplpaapaa,227.0,370.60283199215837,medium,mid,8
ABpraaaap,281.3027653375,279.30655975,15.14505025875,ABpraaaapp,ABpraaaapa,227.0,396.70237288582604,medium,mid,8
ABarappaa,295.6377349875,265.9298162,14.69827808875,ABarappaaa,ABarappaap,228.0,397.91503725227483,medium,mid,8
ABprpppaa,450.732057175,272.749080975,14.81723515875,ABprpppaap,ABprpppaaa,228.0,527.0398457381228,large,mid,8
ABprpppap,478.5368259375,268.1938882375,14.8293772725,ABprpppapa,ABprpppapp,228.0,548.767132667925,large,mid,8
MSaaaaa,216.4393961125,251.9198681875,14.96679815875,MSaaaaap,MSaaaaaa,228.0,332.4659940870281,medium,mid,8
Eala,328.39615995,248.2203087875,14.874511605,int3V,Ealaa,230.0,411.92063636088335,medium,mid,6
Ealp,363.777321675,245.467131225,14.77614012875,int5L,int2V,230.0,439.0972404763804,medium,mid,6
Eara,336.1564059,260.9822539875,14.76896916,Earaa,int3D,230.0,425.8297647817148,medium,mid,6
Earp,374.1622434125,261.808928575,14.604078585,int2D,int5R,230.0,456.89668261914665,medium,mid,6
Cpapa,515.2941892,259.3526321875,15.181369965,hyp7,hyp7,230.0,577.0808983495159,large,mid,7
ABalppaap,236.4428430625,232.027458975,15.19631278625,ABalppaapa,ABalppaapp,230.0,331.6216031505952,medium,mid,8
ABarpapap,287.47032165,273.290124125,15.5292309075,hyp4,hyp6,230.0,396.9481512570512,medium,mid,8
ABarppaap,376.5314898625,252.22884725,15.412777815,hyp7,ABarppaapp,230.0,453.4676481989783,medium,mid,8
ABarppapa,401.082579125,246.24693375,15.44071915375,V1L,V2L,230.0,470.89617057991006,medium,mid,8
ABarppapp,445.1155318625,244.9025483375,15.5223612775,V6L,V4L,230.0,508.2775212293644,medium,mid,8
ABarpppap,391.3235897375,270.330366275,15.48730850875,hyp7,ABarpppapp,230.0,475.8702717550909,medium,mid,8
ABarppppa,416.18731615,273.007261675,15.44336804,V1R,V2R,230.0,497.97926128287804,medium,mid,8
ABarppppp,456.311765025,270.54802225,15.5797760225,V6R,V4R,230.0,530.7159208696576,large,mid,8
ABplaaaap,259.910291025,250.078412,15.75911666125,hyp6,hyp6,230.0,361.02759075600414,medium,mid,8
ABplaapaa,257.489780925,238.6757853625,15.71530842125,ABplaapaap,ABplaapaaa,230.0,351.4457123340469,medium,mid,8
ABplaapap,294.511576425,237.9564613625,15.74057265875,ABplaapapp,ABplaapapa,230.0,378.9566093632976,medium,mid,8
ABplaappa,316.659013775,233.941984725,15.54167587,hyp6,hyp4,230.0,394.00929800053694,medium,mid,8
ABplapppa,442.4881709125,233.110129625,15.27244438,ABplapppap,ABplapppaa,230.0,500.36922516139447,medium,mid,8
ABplapppp,467.1919392875,234.829075475,15.2581083175,TL,hyp7,230.0,523.1116636943655,large,mid,8
ABplppaaa,337.5583960375,228.8212329625,15.1334745025,ABplppaaap,ABplppaaaa,230.0,408.08559082673605,medium,mid,8
ABpraapaa,307.0279614,281.3922726125,15.4191793975,ABpraapaaa,ABpraapaap,230.0,416.7559612780118,medium,mid,8
ABpraapap,342.6860791125,281.2171291375,15.46727931375,ABpraapapa,ABpraapapp,230.0,443.5719324610221,medium,mid,8
ABpraappa,360.637428025,282.52580735,15.16749661625,hyp6,hyp4,230.0,458.37783461339,medium,mid,8
ABprapppa,480.8926754375,271.972529875,14.98856846125,ABprapppap,ABprapppaa,230.0,552.6766500229244,large,mid,8
ABprapppp,497.803467925,266.008252425,14.98859792375,TR,hyp7,230.0,564.6178717540553,large,mid,8
ABprppaaa,372.1946377875,275.894744625,14.8093525175,ABprppaaaa,ABprppaaap,230.0,463.5364877023705,medium,mid,8
ABprppapa,413.375260025,274.742218575,14.76283622625,ABprppapap,ABprppapaa,230.0,496.56855881307314,medium,mid,8
ABprppapp,443.1717618375,273.279247875,14.88879144125,ABprppappa,ABprppappp,230.0,520.8689220138408,large,mid,8
MSpaaaa,242.62305575,260.707770375,14.9539164825,MSpaaaaa,MSpaaaap,230.0,356.45211225848686,medium,mid,8
Epla,410.336013625,250.5968302125,14.93266498,int6L,int4V,235.0,481.0378362183309,medium,mid,6
Epra,417.7102514,261.9990109875,14.8228023525,int6R,int4D,235.0,493.30016354412516,medium,mid,6
Caapp,508.556925075,246.226209675,15.16942034875,hyp7,PVR,235.0,565.2323448692346,large,mid,7
Cpapp,517.75479715,252.42200955,15.10576822625,hyp7,hyp11,235.0,576.207501782824,large,mid,7
ABarpapaa,255.4585618,272.6772112125,15.63729572875,ABarpapaaa,ABarpapaap,235.0,373.973880544162,medium,mid,8
ABarppaaa,341.558572375,254.658611,15.61128924875,ADEshL,H2L,235.0,426.32965985409174,medium,mid,8
ABarpppaa,359.143915375,271.5220575625,15.63986996375,ADEshR,H2R,235.0,450.5032577311087,medium,mid,8
ABplaaaaa,231.329903925,247.763085575,15.86905085375,ABplaaaaaa,ABplaaaaap,235.0,339.3403863358934,medium,mid,8
ABprppaap,400.429984625,273.7843396625,14.7293341425,ABprppaapa,ABprppaapp,235.0,485.30298836447554,medium,mid,8
MSaaaap,234.5325782875,256.5939721125,15.22064729875,MSaaaapp,MSaaaapa,235.0,347.96216016521925,medium,mid,8
MSaapaa,305.8444620875,242.0725484,14.54770154125,MSaapaaa,MSaapaap,235.0,390.32241711000387,medium,mid,8
MSpaaap,278.7370432125,262.5159757375,14.96014125125,MSpaaapa,MSpaaapp,235.0,383.1876597732711,medium,mid,8
MSpapaa,332.4668596875,252.4044504625,14.4306222375,MSpapaap,MSpapaaa,235.0,417.67267358771016,medium,mid,8
ABalppaaa,216.9500050125,236.868261825,15.25964385875,ABalppaaap,ABalppaaaa,237.0,321.56917586363346,medium,mid,8
Cappa,471.131243875,241.8961320875,15.11417957,Cappaa,Cappap,240.0,529.8177291278314,large,mid,7
Cappp,485.9527444375,246.8220968625,14.96876789125,Capppa,Capppp,240.0,545.2479081464885,large,mid,7
Cpppa,485.7550787,258.8352979125,14.91365872375,Cpppaa,Cpppap,240.0,550.6143161459065,large,mid,7
Cpppp,490.967669225,254.6327006125,14.94052622125,Cppppp,Cppppa,240.0,553.2723414099172,large,mid,7
ABalaapaa,203.247284214286,262.895024471429,14.7966178071429,ABalaapaap,ABalaapaaa,240.0,332.62921148156346,medium,mid,8
ABalaapap,227.5126367,268.375699457143,14.7646575185714,ABalaapapp,ABalaapapa,240.0,352.1441622814975,medium,mid,8
ABalaappa,223.365347114286,269.337686785714,15.1536514985714,ABalaappaa,ABalaappap,240.0,350.2349225424344,medium,mid,8
ABalappaa,204.942012325,258.7692868875,15.49742025375,ABalappaaa,ABalappaap,240.0,330.45868468933764,medium,mid,8
ABarpaaaa,230.9854344375,259.770362875,15.88516008625,ABarpaaaap,ABarpaaaaa,240.0,347.9759340262708,medium,mid,8
ABarpaaap,258.3792251,261.6409993,15.8850886025,ABarpaaapa,ABarpaaapp,240.0,368.0600121147206,medium,mid,8
ABarpappa,308.465358325,277.0823115125,15.6393469125,hyp5,XXXR,240.0,414.93381859223075,medium,mid,8
ABplaaapa,284.5702009125,248.8360925875,15.7639267875,XXXL,hyp5,240.0,378.3491794749358,medium,mid,8
ABpraaaaa,254.6112175,276.5130474875,15.11175759625,ABpraaaaap,ABpraaaaaa,240.0,376.1843998962537,medium,mid,8
MSaaapa,267.9601350375,250.077176475,14.84283058125,MSaaapaa,MSaaapap,240.0,366.8263046493356,medium,mid,8
MSaapap,342.663158125,243.13296855,14.41691363625,MSaapapa,MSaapapp,240.0,420.4040053697504,medium,mid,8
MSapaaa,248.67578315,238.6793699375,15.11826244,MSapaaaa,mu bod,240.0,345.0160121186153,medium,mid,8
MSapapa,292.265874225,235.9893687875,15.06149186125,mu bod,MSapapaa,240.0,375.94836341486143,medium,mid,8
MSpapap,367.0615741375,252.1530818125,14.44580508125,MSpapapa,MSpapapp,240.0,445.5603855374557,medium,mid,8
MSppaaa,259.16713005,269.7302129375,14.9018442025,mu bod,MSppaaaa,240.0,374.35818947940527,medium,mid,8
MSppapa,308.110918325,272.673378025,14.94709137125,mu bod,MSppapaa,240.0,411.7117008479354,medium,mid,8
Eplp,450.0145768,249.4783811125,14.99260476125,Eplpp,int7L,245.0,514.7595168353121,large,mid,6
Eprp,458.2698896625,259.62531865,15.01597956,Eprpp,int7R,245.0,526.9175243788542,large,mid,6
MSpaapa,290.67795415,260.99948935,14.7323794975,MSpaapaa,MSpaapap,245.0,390.93663102278947,medium,mid,8
Capaa,431.641790375,245.29471785,14.76727542,Capaap,Capaaa,250.0,496.69125845597154,medium,mid,7
Capap,458.4035970125,248.7776301625,14.71539501875,Capapp,Capapa,250.0,521.7669114401813,large,mid,7
Cppaa,448.6339739,259.3498389875,14.6175363125,Cppaaa,Cppaap,250.0,518.4095426282151,large,mid,7
Cppap,466.5476277125,254.609152975,14.72715692,Cppapa,Cppapp,250.0,531.7042400185978,large,mid,7
ABaraaaap,224.5005156125,257.1964879625,14.91723996125,ABaraaaapa,ABaraaaapp,250.0,341.72070317524555,medium,mid,8
MSapapp,323.989770575,238.0699362625,15.1639649475,mu bod,mu bod,250.0,402.3389265559585,medium,mid,8
MSppapp,334.536745775,273.5620462875,15.078584005,mu bod,mu bod,250.0,432.4099803870478,medium,mid,8
ABalpppppp,312.5437453125,227.115562925,15.38889913125,ABalppppppp,ABalppppppa,255.0,386.6547424682339,medium,mid,0
ABalpapppp,320.2683894625,241.7601892875,14.29521197375,mc1V,m3VL,258.0,401.52731351504076,medium,mid,9
ABpraaappp,313.81585225,284.415017,15.4104010425,ABpraaapppa,ABpraaapppp,260.0,423.8039304664302,medium,mid,9
MSapaap,275.273305925,238.9830446,14.9139775325,M,MSapaapa,260.0,364.8434120098705,medium,mid,8
MSapppa,339.8781895125,231.8999835,15.02152922625,mu bod,mu bod,260.0,411.7285906928133,medium,mid,8
MSapppp,372.4339253125,235.2146039875,15.12550613875,mu bod,mu bod,260.0,440.751312634037,medium,mid,8
MSppaap,294.3275064375,269.1533070625,14.88640699625,mu int R,MSppaapa,260.0,399.1162598312114,medium,mid,8
MSppppa,348.9259686,275.1700697,14.9894579925,mu bod,mu bod,260.0,444.62634050746465,medium,mid,8
MSppppp,378.1478399,273.880248825,15.041435145,mu bod,mu bod,260.0,467.1535339572004,medium,mid,8
Dapp,426.7361129375,236.923676175,14.8298511575,Dappp,Dappa,265.0,488.32004147140697,medium,mid,7
Dppp,431.0704413375,269.5305177125,14.9749151475,Dpppp,Dpppa,265.0,508.61839669535163,medium,mid,7
ABarapappp,334.3402244375,255.9416294875,14.32912132125,m3VR,mc2V,265.0,421.3013495106249,medium,mid,9
MSappaa,325.207454925,237.6725859875,14.80291600125,Z4,hmc,265.0,403.07229276014687,medium,mid,8
MSpppaa,330.8214113875,266.8876260625,14.6898017225,MSpppaaa,Z1,265.0,425.30883067759214,medium,mid,8
Dapa,396.84832335,231.740153725,14.95318496375,mu bod,mu bod,270.0,459.7996175887415,medium,mid,7
Dppa,401.43053775,277.1328603,15.00429499625,mu bod,mu bod,270.0,488.03097008760415,medium,mid,7
ABalpappap,292.2712292,240.523026528571,14.0285141485714,mc3V,e2V,270.0,378.7751271107427,medium,mid,9
MSaappp,380.3678003,240.5282224125,14.49010840625,MSaapppa,MSaapppp,270.0,450.27042155087497,medium,mid,8
MSappap,350.3766958125,235.907514,14.6380548875,MSappapa,mu bod,270.0,422.6469647129088,medium,mid,8
MSpappa,383.93321035,251.397433825,14.34974254375,mu bod,mu bod,270.0,459.1419114549711,medium,mid,8
MSpappp,405.0623209875,252.74957805,14.41443156875,MSpapppa,MSpapppp,270.0,477.666838838205,medium,mid,8
MSpppap,361.4226916125,268.5623118375,14.66990350625,mu bod,MSpppapa,270.0,450.5189046208933,medium,mid,8
Daaa,378.959347425,233.61228445,15.066561485,mu bod,mu bod,275.0,445.4344931880678,medium,mid,7
Dpaa,385.39456055,270.7817293375,14.964586245,mu bod,mu bod,275.0,471.2490329815211,medium,mid,7
ABplpppapa,459.544227628571,233.497752057143,14.6870116171429,hyp8,PHshL,275.0,515.6721881900564,large,mid,9
ABprpppapa,475.75993705,263.955549725,15.05218124625,hyp9,PHshR,275.0,544.285419695142,large,mid,9
MSaapaap,319.187165075,245.882556275,14.607298915,MSaapaapa,m7VL,275.0,403.1774435785514,medium,mid,9
MSaapaap,319.9800613,250.9662577,14.72407975,MSaapaapa,m7VL,275.0,406.9251782059927,medium,mid,9
MSpapaap,339.6177201,255.910966,14.45212941875,MSpapaapa,m7VR,275.0,425.48734689730946,medium,mid,9
Dpap,404.7112368375,264.24365185,14.7457772325,mu bod,mu bod,277.0,483.5631610366463,medium,mid,7
Daap,401.1032942625,235.7406623,14.67618144375,mu bod,mu bod,278.0,465.4813667931748,medium,mid,7
MSpapaaa,314.1334369375,253.6684373125,14.359427205,m5VR,m4VR,278.0,404.0218873283819,medium,mid,9
ABalapappa,243.1074538125,242.0160681625,15.6104904275,ABalapappaa,IL2DL,280.0,343.39000969658355,medium,mid,9
ABalappppa,256.368527225,272.7973409,15.60157208,IL2DR,ABalappppaa,280.0,374.6820251960238,medium,mid,0
ABalpaapap,225.9461578,242.60790005,14.72249712125,mc1DL,m3L,280.0,331.8539005537505,medium,mid,0
ABalpppppa,283.703285242857,232.200038985714,15.1822972942857,ADFL,AWBL,280.0,366.9263063800265,medium,mid,0
ABaraaapap,241.1137783875,257.285912075,14.6084235725,mc1DR,m4R,280.0,352.9097628570718,medium,mid,0
ABaraapapa,258.9834099875,246.336312825,14.62829784625,m5L,ABaraapapaa,280.0,357.7261141751443,medium,mid,0
ABaraapppa,280.0132789,258.6021795625,14.59599124,ABaraapppaa,m5R,280.0,381.4388110760137,medium,mid,0
ABarapapap,314.87809035,255.064230525,14.18539919375,arc post V,I5,280.0,405.47157610128374,medium,mid,9
ABplpaappp,338.69542345,218.8058972,14.999860665,ABplpaapppp,AIML,280.0,403.50415900637404,medium,mid,9
ABplpapppa,386.2241599375,239.5111897375,14.1641993875,rect hyp,K,280.0,454.681576791043,medium,mid,0
ABplppppap,426.422057675,237.3712511125,14.73996204625,U,F,280.0,488.26032872599785,medium,mid,0
ABpraaappa,287.9506999625,281.872356475,15.39790846,AWBR,ADFR,280.0,403.2427637771144,medium,mid,9
ABprppppap,444.7821691875,265.7089779125,14.75143486375,B,DVA,280.0,518.314618548409,large,mid,9
ABprppppap,440.6901408,251.584507,16.65267606,B,DVA,280.0,507.7202733599636,medium,mid,9
MSaaaaap,222.0243439,252.0230987375,15.24879616375,m4DL,MSaaaaapa,280.0,336.2186451788787,medium,mid,9
MSaaaaap,0.0,0.0,0.0,m4DL,MSaaaaapa,280.0,0.0,small,mid,9
MSaaapp,297.67013495,250.83649625,14.794272465,MSaaappa,vpi3D,280.0,389.54502639604596,medium,mid,8
MSaapaaa,297.148007125,242.5485675125,14.54476831625,m5VL,m4VL,280.0,383.8467090207993,medium,mid,9
MSaapaaa,297.949464,252.5543645,15.37411945,m5VL,m4VL,280.0,390.8886717145292,medium,mid,9
ABalaaapal,0.0,0.0,0.0,AVDL,ILsoL,285.0,0.0,small,mid,0
ABalaaappr,0.0,0.0,0.0,ILsoR,AVDR,285.0,0.0,small,mid,0
ABalapaapp,221.026468525,236.9083539,15.464901625,ABalapaappa,IL2L,285.0,324.37236491185774,medium,mid,9
ABalapapap,223.30536875,249.11940485,15.76987220875,URYDL,ABalapapapa,285.0,334.9245503913859,medium,mid,9
ABalapppap,236.8090727375,268.1485680625,15.8809818725,URYDR,ABalapppapa,285.0,358.0983064327426,medium,mid,9
ABalpapaaa,240.1537568875,236.9291573375,14.3745708975,RIPL,hyp2V,285.0,337.6623769867255,medium,mid,0
ABalpapapa,279.040683425,232.211648725,14.415073895,RMDDL,ABalpapapap,285.0,363.30943720920897,medium,mid,0
ABalppappp,303.68028495,225.3431932625,14.60046487375,IL2VL,ABalppapppa,285.0,378.4368425399187,medium,mid,0
ABalpppapp,263.880262875,223.0403707625,15.37460801625,ABalpppappa,ABalpppappp,285.0,345.8557194792446,medium,mid,9
ABplaapapp,301.114679275,231.353643525,15.74561657125,AIBL,ABplaapappp,285.0,380.05589442658,medium,mid,9
ABplapppap,472.3934237125,236.773328,15.28544697375,ABplapppapa,ABplapppapp,285.0,528.631062753789,large,mid,9
ABplpppaap,440.027405125,231.5206478875,14.83821212125,PHAL,ABplpppaapa,285.0,497.4395442646712,medium,mid,0
MSaaaapa,241.981698828571,254.3332349,15.6481465128571,I4,m5DL,285.0,351.4048967102588,medium,mid,9
MSaaaapa,243.1364421,250.1848014,13.9044905,I4,m5DL,285.0,349.14337912191417,medium,mid,9
MSaaapaa,254.7324912625,248.62412695,15.03874796625,m4L,m3DL,285.0,356.2706310473005,medium,mid,9
MSaaapaa,254.6122779,250.361874,14.55605816,m4L,m3DL,285.0,357.37985231316,medium,mid,9
ABalaapppp,231.103605557143,275.039403885714,15.4651998471429,ABalaappppa,IL2R,290.0,359.5757536286791,medium,mid,9
ABalapaaap,203.0772301875,244.8236518625,15.6341268975,CANL,OLLsoL,290.0,318.4704191220349,small,mid,9
ABalapappp,274.269983875,242.3573817625,15.605416905,AVJL,CEPsoDL,290.0,366.3395332015722,medium,mid,9
ABalappapp,212.95769125,272.3608747125,15.63108516875,CANR,OLLsoR,290.0,346.0863406149413,medium,mid,9
ABalappppp,287.0524126125,273.139004,15.60608973375,CEPsoDR,AVJR,290.0,396.5445159494036,medium,mid,0
ABalppappa,276.28569075,227.04139405,14.48644950625,BAGL,SMDVL,290.0,357.89863752837783,medium,mid,0
ABalppppaa,246.5925635875,232.6381989,15.29343594875,ABalppppaav,ADLL,290.0,339.3557325097216,medium,mid,0
ABaraapaap,241.079900875,249.62070855,14.72507058625,m2DL,mc2DL,290.0,347.3425462661807,medium,mid,0
ABaraappap,257.7659060625,258.2671462375,14.692428155,mc2DR,m2DR,290.0,365.1863203886115,medium,mid,0
ABarapaapp,284.8762906625,256.487368975,14.45906311,MCR,m3R,290.0,383.6004900040692,medium,mid,0
ABarappppp,322.36965965,277.5172788875,14.7490176875,ABarapppppa,IL2VR,290.0,425.6237435420227,medium,mid,9
ABplaapaap,262.6979037875,234.6737183875,15.7995406275,AMshL,URBL,290.0,352.60681819868756,medium,mid,9
ABplpaaaap,289.1390003875,224.1723814,14.7951363325,DB1,exc duct,290.0,366.16050331340637,medium,mid,9
ABplpapapa,346.0312813375,227.7703744875,14.21885284375,exc gl L,AVKL,290.0,414.51075611428985,medium,mid,0
ABpraaaapp,282.7940678125,288.863673725,15.3351432575,ABpraaaappp,ABpraaaappa,290.0,404.53661565620007,medium,mid,9
ABprapppap,485.714025125,266.389609675,15.43304143625,ABprapppapa,ABprapppapp,290.0,554.1838297116769,large,mid,9
ABprpapapa,369.97514415,269.72901695,14.312794505,AVKR,exc gl R,290.0,458.0831867250413,medium,mid,9
ABprpappaa,347.3847188,261.60347505,14.34993961375,RIH,AVL,290.0,435.1073910897278,medium,mid,9
ABprpappap,375.877263575,257.8500229125,14.31485597,DB4,RIS,290.0,456.04305354872866,medium,mid,9
ABprpapppp,434.1722700375,255.74876135,14.3035293125,virR,virL,290.0,504.1007636895313,medium,mid,9
ABprpppaap,463.469248375,268.8902713875,15.06046355625,PHAR,ABprpppaapa,290.0,536.0340845493503,large,mid,9
MSaapapp,353.025700025,243.6000432625,14.5418844625,m6VL,vpi2DL,290.0,429.1614991577807,medium,mid,9
MSaappa,361.2053665875,244.36362045,14.25197090125,vpi2V,vpi3V,290.0,436.33245871194595,medium,mid,8
MSpaaaap,245.093255875,261.9562120375,15.11547646625,m4DR,m3DR,290.0,359.05464588171765,medium,mid,9
MSpapapp,369.297496575,253.0882384,14.38015163625,m6VR,vpi2DR,290.0,447.92977815061477,medium,mid,9
ABalppapap,265.0221871875,228.837887625,14.5675525625,SAADL,ILsoVL,292.0,350.4507841366311,medium,mid,9
ABarappapa,319.1717925375,271.33627715,14.42925940625,ABarappapap,RMDDR,292.0,419.16847683984463,medium,mid,9
ABprpaaaap,303.336591725,280.6642845125,14.77844755625,DB3,G1,293.0,413.5262156047978,medium,mid,9
ABprpppaaa,434.774937975,271.64853515,14.9600637675,DA7,PDA,293.0,512.8800803776976,large,mid,9
ABprppppaa,421.862684814286,266.056424928571,14.7123137585714,rect VR,PVPR,293.0,498.9695364054008,medium,mid,9
ABprppppaa,410.7893615,264.8298404,15.656957745,rect VR,PVPR,293.0,489.0070390226462,medium,mid,9
ABprpppppa,455.5196272375,257.887809475,14.71048991,mu sph,mu bod,293.0,523.6608173119286,large,mid,9
ABprpppppa,449.2986627,253.5200594,16.71396731,mu sph,mu bod,293.0,516.1599224324062,large,mid,9
ABprpppppp,479.272452075,254.39676735,14.83664077875,hyp10,tail spike,293.0,542.8074469512286,large,mid,9
ABalaaapar,0.0,0.0,0.0,ILshDL,ABalaaaparl,295.0,0.0,small,mid,0
ABalaaappl,0.0,0.0,0.0,ABalaaapplr,ILshDR,295.0,0.0,small,mid,0
ABalaapapp,249.871455942857,274.659698742857,14.7315492785714,ABalaapappa,CEPsoVR,295.0,371.605588161248,medium,mid,9
ABalaappap,225.269596328571,272.6323597,14.99799177,OLQsoVR,AVAR,295.0,353.9770251623126,medium,mid,9
ABalpaappp,239.923475975,234.0404434875,14.662923305,hyp1DL,hyp2DL,295.0,335.48950032989165,medium,mid,0
ABalpappaa,266.8572495,242.0998912125,14.469235015,ABalpappaap,ABalpappaaa,295.0,360.6029779379656,medium,mid,9
ABalppaaap,212.323787525,231.603922475,15.06004306875,AVAL,OLQsoVL,295.0,314.5609202555202,small,mid,9
ABaraaapaa,214.2307466625,256.4923608625,14.6337905075,e2DR,arc post DR,295.0,334.510525725288,medium,mid,0
ABarapppaa,264.4860311375,270.941897725,14.658701,RMDVR,ILshVR,295.0,378.9158879285723,medium,mid,9
ABarapppap,288.2776794,270.611367775,14.62901494375,SAADR,ILsoVR,295.0,395.66215498519693,medium,mid,9
ABarappppa,297.11563205,274.4663534625,14.7966663,SMDVR,BAGR,295.0,404.75723504968573,medium,mid,9
ABarpapaap,259.469572625,274.6557736625,16.08890470625,ABarpapaapp,ABarpapaapa,295.0,378.17866938656573,medium,mid,9
ABplaaaaap,254.968341225,245.504823675,16.05802622125,ABplaaaaapp,ABplaaaaapa,295.0,354.31530263431074,medium,mid,9
ABplpaaaaa,264.37734545,227.19798185,14.81010666375,SAAVL,AWCL,295.0,348.9034866596968,medium,mid,9
ABplpaaapp,311.258026125,220.6286323,14.85500393625,URYVL,ABplpaaappa,295.0,381.8104547543791,medium,mid,9
ABplpaappa,318.165052675,219.8676002125,15.14876061875,ASHL,RIBL,295.0,387.0403691027248,medium,mid,9
ABplpapapp,372.8379501,231.5842593,14.2333618975,SIAVL,DB5,295.0,439.1377856450125,medium,mid,0
ABplppapaa,359.7292533375,226.0404917875,14.9552044625,ABplppapaaa,SABD,295.0,425.11539348135267,medium,mid,0
ABplpppaaa,412.5169705625,229.792309025,14.838382925,DA9,DA6,295.0,472.4351107791762,medium,mid,0
ABplppppaa,400.388250125,234.5995537125,14.6118206525,PVPL,rect VL,295.0,464.2856951738279,medium,mid,0
ABplpppppa,438.973115375,244.2612778,14.66996960625,mu anal,mu int L,295.0,502.5695731565632,medium,mid,9
ABplpppppp,462.4567416625,245.57308145,14.74924828125,tail spike,hyp10,295.0,523.8224093782229,large,mid,9
ABpraaapaa,251.0773832,278.5903542,15.41358816,ADLR,ABpraaapaav,295.0,375.35318902043065,medium,mid,9
ABpraapaap,273.2215261,283.3816138375,15.7134279075,URBR,AMshR,295.0,393.9569179519039,medium,mid,9
ABpraapapp,315.9045691625,286.6775613875,15.76923005875,AIBR,ABpraapappp,295.0,426.88217301437453,medium,mid,9
ABprpaaapp,331.0380825625,282.889621025,14.92352025,URYVR,ABprpaaappa,295.0,435.7011145808292,medium,mid,9
ABprpaappp,354.6647094875,287.03990025,15.0582501375,AIMR,ABprpaapppp,295.0,456.51474388959906,medium,mid,9
ABprpapppa,402.592947275,259.7039206,14.14763707625,AVG,RIR,295.0,479.2988245399975,medium,mid,9
ABprppapaa,375.7988731125,277.7465501625,15.049095015,ABprppapaaa,DA1,295.0,467.5408157803611,medium,mid,9
ABprpaaaaa,277.5405497125,277.461560725,14.81865611,AWCR,SAAVR,297.0,392.7254346023135,medium,mid,9
ABprpapapp,396.4181472,267.789189575,14.31535443625,SIAVR,DA8,297.0,478.60560679472997,medium,mid,9
ABprppaaaa,339.434279825,277.0681965625,14.93202045625,SIBDR,ABprppaaaap,297.0,438.41234141116325,medium,mid,9
ABplppaaaa,328.2771159625,228.3325004,15.02227816375,ABplppaaaap,SIBDL,298.0,400.1590489352974,medium,mid,9
ABalpaapaa,200.93070685,248.1684192125,14.68317312,e2DL,arc post DL,300.0,319.6502914476126,small,mid,0
ABalppapaa,241.09743625,227.886963975,14.711711275,RMDVL,ILshVL,300.0,332.07962383245484,medium,mid,9
ABalppppap,266.66214655,231.2042489125,15.536253715,ABalppppapp,ABalppppapa,300.0,353.27819108649174,medium,mid,0
ABaraaappp,257.160547075,266.4827969,14.62506088375,hyp1DR,arc ant DR,300.0,370.6191042315727,medium,mid,0
ABaraapaaa,217.36662955,250.2506239,14.706085935,m1DL,e3D,300.0,331.79797372466544,medium,mid,0
ABarappapp,348.19922525,269.302295625,14.4381061225,SMBVR,DB2,300.0,440.4258005634998,medium,mid,9
