timepoint,node,betweenness,degree_centrality,closeness,weighted_in_degree,weighted_out_degree,total_weighted_degree,node_type
6,BWM-DL05,0.0,0.018604651162790697,0.3601340033500838,10,0,10,muscle
6,BWM-DL06,0.0,0.009302325581395349,0.34235668789808915,4,0,4,muscle
6,BWM-DL07,0.0,0.009302325581395349,0.32674772036474165,2,0,2,muscle
6,BWM-DL08,0.0,0.004651162790697674,0.3111432706222865,3,0,3,muscle
6,BWM-DR01,0.0,0.037209302325581395,0.3894927536231884,24,0,24,muscle
6,BWM-DR02,0.0,0.04186046511627907,0.39377289377289376,38,0,38,muscle
6,BWM-DR03,0.0,0.023255813953488372,0.3719723183391003,18,0,18,muscle
6,BWM-DR04,0.005014137299947002,0.046511627906976744,0.41030534351145037,17,1,18,muscle
6,BWM-DR05,0.0,0.013953488372093023,0.35833333333333334,3,0,3,muscle
6,BWM-DR06,0.0,0.009302325581395349,0.35130718954248363,3,0,3,muscle
6,BWM-DR07,0.0,0.004651162790697674,0.31710914454277284,1,0,1,muscle
6,BWM-DR08,0.0,0.009302325581395349,0.35130718954248363,2,0,2,muscle
6,BWM-VL01,0.0,0.03255813953488372,0.37456445993031356,30,0,30,muscle
6,BWM-VL02,0.0,0.04186046511627907,0.3785211267605634,39,0,39,muscle
6,BWM-VL03,0.0,0.027906976744186046,0.3758741258741259,20,0,20,muscle
6,BWM-VL04,0.0,0.046511627906976744,0.4041353383458647,26,0,26,muscle
6,BWM-VL05,0.0,0.023255813953488372,0.3681506849315068,9,0,9,muscle
6,BWM-VL06,0.0,0.023255813953488372,0.38120567375886527,10,0,10,muscle
6,BWM-VL07,0.0,0.013953488372093023,0.349025974025974,4,0,4,muscle
6,BWM-VL08,0.0,0.013953488372093023,0.3462157809983897,7,0,7,muscle
6,BWM-VR01,0.0,0.037209302325581395,0.38530465949820786,22,0,22,muscle
6,BWM-VR02,0.0,0.037209302325581395,0.37521815008726006,36,0,36,muscle
6,BWM-VR03,0.0,0.023255813953488372,0.37132987910189985,21,0,21,muscle
6,BWM-VR04,0.0,0.05116279069767442,0.4191033138401559,23,0,23,muscle
6,BWM-VR05,0.0,0.023255813953488372,0.3739130434782609,16,0,16,muscle
6,BWM-VR06,0.0,0.009302325581395349,0.3462157809983897,6,0,6,muscle
6,BWM-VR07,0.0,0.009302325581395349,0.33858267716535434,7,0,7,muscle
6,BWM-VR08,0.0,0.013953488372093023,0.3694158075601375,4,0,4,muscle
6,CANR,0.0,0.004651162790697674,0.2651048088779285,1,0,1,unknown
6,CEPDL,0.0112086817720973,0.10697674418604651,0.45263157894736844,11,41,52,modulatory
6,CEPDR,0.0150907375214381,0.09767441860465116,0.4414784394250513,16,30,46,modulatory
6,CEPVL,0.007874611471794498,0.09767441860465116,0.4387755102040816,17,41,58,modulatory
6,CEPVR,0.012141126426791849,0.10232558139534884,0.45073375262054505,18,38,56,modulatory
6,CEPshDL,0.0,0.03255813953488372,0.38324420677361853,9,0,9,glia
6,CEPshDR,0.0,0.004651162790697674,0.2933151432469304,1,0,1,glia
6,CEPshVL,0.0,0.04186046511627907,0.38738738738738737,17,0,17,glia
6,CEPshVR,0.0,0.04186046511627907,0.3974121996303142,17,0,17,glia
6,DB1,0.0,0.0,0.0,0,0,0,unknown
6,DVA,0.03375293085072502,0.13953488372093023,0.46943231441048033,13,43,56,modulatory
6,DVC,0.009658418125603365,0.10232558139534884,0.45073375262054505,8,36,44,inter
6,FLPL,0.0057348853189770534,0.08372093023255814,0.40337711069418386,6,19,25,sensory
6,FLPR,0.0020322118034583644,0.046511627906976744,0.40262172284644193,2,19,21,sensory
6,GLRDL,0.0,0.0,0.0,0,0,0,glia
6,GLRDR,0.0,0.004651162790697674,0.31710914454277284,1,0,1,glia
6,GLRL,0.0,0.013953488372093023,0.34846029173419774,5,0,5,glia
6,GLRR,0.00039042863527949883,0.023255813953488372,0.38461538461538464,5,1,6,glia
6,GLRVL,0.0,0.023255813953488372,0.38188277087033745,6,0,6,glia
6,GLRVR,0.0,0.009302325581395349,0.3262518968133536,3,0,3,glia
6,HSNL,0.0,0.0,0.0,0,0,0,modulatory
6,HSNR,0.0,0.0,0.0,0,0,0,modulatory
6,IL1DL,0.004975203872725922,0.07441860465116279,0.38669064748201437,13,27,40,motor
6,IL1DR,0.0008961032164628436,0.06046511627906977,0.37653239929947463,12,19,31,motor
6,IL1L,0.005996517913057859,0.09302325581395349,0.4182879377431907,10,36,46,motor
6,IL1R,0.006083750448547262,0.09767441860465116,0.43610547667342797,16,31,47,motor
6,IL1VL,0.0016239632083406763,0.06976744186046512,0.3859964093357271,14,16,30,motor
6,IL1VR,0.0011211834179776438,0.05581395348837209,0.3952205882352941,9,12,21,motor
6,IL2DL,0.0,0.05116279069767442,0.4056603773584906,0,26,26,sensory
6,IL2DR,0.0,0.037209302325581395,0.3706896551724138,0,27,27,sensory
6,IL2L,0.012609879257939459,0.07906976744186046,0.41030534351145037,9,25,34,sensory
6,IL2R,0.015188184576431405,0.06511627906976744,0.4118773946360153,5,26,31,sensory
6,IL2VL,0.00037057353944970243,0.06046511627906977,0.39162112932604737,2,29,31,sensory
6,IL2VR,0.0013277590715745082,0.05116279069767442,0.3966789667896679,2,34,36,sensory
6,OLLL,0.006266751310048701,0.11627906976744186,0.4488517745302714,16,77,93,sensory
6,OLLR,0.005922262877820267,0.10232558139534884,0.4497907949790795,11,70,81,sensory
